Date, Open, High, Low, Close
04/25/17,20915.51,21026.97,20909.38,20996.12
04/24/17,20723.59,20792.2,20723.59,20763.89
04/21/17,20578.1,20601.4,20505.33,20547.76
04/20/17,20406.68,20629.78,20406.68,20578.71
04/19/17,20503.52,20546.69,20379.55,20404.49
04/18/17,20561.39,20600.12,20462.28,20523.28
04/17/17,20484.75,20644.41,20484.75,20636.92
04/13/17,20561.69,20612.27,20453.25,20453.25
04/12/17,20637.95,20642.54,20553.03,20591.86
04/11/17,20644.32,20660.03,20512.56,20651.3
04/10/17,20668.22,20750.33,20614.86,20658.02
04/07/17,20647.81,20726.07,20606.95,20656.1
04/06/17,20653.77,20746.46,20612.17,20662.95
04/05/17,20745.06,20887.5,20639.55,20648.15
04/04/17,20634.94,20701.29,20605.3,20689.24
04/03/17,20665.17,20692.34,20517.82,20650.21
03/31/17,20700.34,20722.59,20660.68,20663.22
03/30/17,20662.79,20753.78,20643.6,20728.49
03/29/17,20675.75,20684.73,20625.03,20659.32
03/28/17,20542.14,20735.61,20520.1,20701.5
03/27/17,20488.35,20578.46,20412.8,20550.98
03/24/17,20674.45,20718.33,20529.67,20596.72
03/23/17,20645.07,20757.89,20618.62,20656.58
03/22/17,20640.42,20686.21,20578.95,20661.3
03/21/17,20956.33,20970.04,20653.26,20668.01
03/20/17,20916.27,20955.45,20885.7,20905.86
03/17/17,20965.37,20980.51,20911.07,20914.62
03/16/17,20969.27,21000.11,20893.5,20934.55
03/15/17,20874.78,20977.47,20859.6,20950.1
03/14/17,20848.6,20874,20786.31,20837.37
03/13/17,20899.28,20926.06,20845.71,20881.48
03/10/17,20919.01,20940.29,20827.66,20902.98
03/09/17,20864.32,20900.57,20777.16,20858.19
03/08/17,20940.44,20951.44,20835.58,20855.73
03/07/17,20934.89,20970.54,20901.26,20924.76
03/06/17,20955.71,20986.43,20912.11,20954.34
03/03/17,21008.75,21039.96,20953.86,21005.71
03/02/17,21128.91,21129.2,20996.61,21002.97
03/01/17,20957.29,21169.11,20957.29,21115.55
02/28/17,20833.88,20841.24,20781.21,20812.24
02/27/17,20808.71,20851.33,20774.76,20837.44
02/24/17,20751.91,20821.76,20733.95,20821.76
02/23/17,20817.21,20840.7,20746.41,20810.32
02/22/17,20715.41,20781.59,20692.39,20775.6
02/21/17,20663.43,20757.64,20663.37,20743
02/17/17,20564.13,20624.05,20532.61,20624.05
02/16/17,20627.31,20639.87,20556.83,20619.77
02/15/17,20504.27,20620.45,20496.03,20611.86
02/14/17,20374.22,20504.41,20374.02,20504.41
02/13/17,20338.54,20441.48,20322.95,20412.16
02/10/17,20211.23,20298.21,20204.76,20269.37
02/09/17,20061.73,20206.36,20061.73,20172.4
02/08/17,20049.29,20068.28,20015.33,20054.34
02/07/17,20107.62,20155.35,20068.68,20090.29
02/06/17,20025.61,20094.95,20002.81,20052.42
02/03/17,19964.21,20081.48,19964.21,20071.46
02/02/17,19858.34,19922.75,19831.09,19884.91
02/01/17,19923.81,19967.73,19845.99,19890.94
01/31/17,19913.16,19918.17,19784.77,19864.09
01/30/17,20028.62,20028.62,19870.39,19971.13
01/27/17,20103.36,20115.97,20072.64,20093.78
01/26/17,20076.25,20125.58,20067.53,20100.91
01/25/17,19994.48,20082,19994.48,20068.51
01/24/17,19794.68,19949.24,19786.71,19912.71
01/23/17,19794.79,19833.98,19732.36,19799.85
01/20/17,19795.06,19843.94,19759.14,19827.25
01/19/17,19813.55,19824.14,19677.94,19732.4
01/18/17,19822.73,19828.2,19739,19804.72
01/17/17,19848.82,19882.99,19775.35,19826.77
01/13/17,19912.54,19952.03,19849.38,19885.73
01/12/17,19926.21,19929.29,19770.47,19891
01/11/17,19887.38,19973.42,19833.16,19954.28
01/10/17,19876.35,19957.12,19836.03,19855.53
01/09/17,19931.41,19943.78,19887.38,19887.38
01/06/17,19906.96,19999.63,19834.08,19963.8
01/05/17,19924.56,19948.6,19811.12,19899.29
01/04/17,19890.94,19956.14,19878.83,19942.16
01/03/17,19872.86,19938.53,19775.93,19881.76
12/30/16,19833.17,19852.55,19718.67,19762.6
12/29/16,19835.46,19878.44,19788.94,19819.78
12/28/16,19964.31,19981.11,19827.31,19833.68
12/27/16,19943.46,19980.24,19939.8,19945.04
12/23/16,19908.61,19934.15,19899.06,19933.81
12/22/16,19922.68,19933.83,19882.19,19918.88
12/21/16,19968.97,19986.56,19941.96,19941.96
12/20/16,19920.59,19987.63,19920.42,19974.62
12/19/16,19836.66,19917.78,19832.95,19883.06
12/16/16,19909.01,19923.17,19821,19843.41
12/15/16,19811.5,19951.29,19811.5,19852.24
12/14/16,19876.13,19966.43,19748.67,19792.53
12/13/16,19852.21,19953.75,19846.45,19911.21
12/12/16,19770.2,19824.59,19747.74,19796.43
12/09/16,19631.35,19757.74,19623.19,19756.85
12/08/16,19559.94,19664.97,19527.83,19614.81
12/07/16,19241.99,19558.42,19229.83,19549.62
12/06/16,19219.91,19255.89,19184.74,19251.78
12/05/16,19244.35,19274.85,19186.73,19216.24
12/02/16,19161.25,19196.14,19141.18,19170.42
12/01/16,19149.2,19214.3,19138.79,19191.93
11/30/16,19135.64,19225.29,19123.38,19123.58
11/29/16,19064.07,19144.4,19062.22,19121.6
11/28/16,19122.14,19138.72,19072.25,19097.9
11/25/16,19093.72,19152.14,19093.72,19152.14
11/23/16,19015.52,19083.76,19000.38,19083.18
11/22/16,18970.39,19043.9,18962.82,19023.87
11/21/16,18898.68,18960.76,18883.1,18956.69
11/18/16,18905.33,18915.74,18853.83,18867.93
11/17/16,18866.22,18904.03,18845.27,18903.82
11/16/16,18909.85,18909.85,18825.89,18868.14
11/15/16,18858.21,18925.26,18806.06,18923.06
11/14/16,18876.77,18934.05,18815.75,18868.69
11/11/16,18781.65,18855.78,18736.96,18847.66
11/10/16,18603.14,18873.66,18603.14,18807.88
11/09/16,18317.26,18650.06,18252.55,18589.69
11/08/16,18251.38,18400.5,18200.75,18332.74
11/07/16,17994.64,18263.3,17994.64,18259.6
11/04/16,17928.35,17986.76,17883.56,17888.28
11/03/16,17978.75,18006.96,17904.07,17930.67
11/02/16,18017.72,18044.15,17931.89,17959.64
11/01/16,18158.24,18177.01,17940.84,18037.1
10/31/16,18176.6,18193.68,18130.58,18142.42
10/28/16,18193.79,18257.06,18094.97,18161.19
10/27/16,18234.81,18253.2,18149.2,18169.68
10/26/16,18103.8,18236.04,18062.3,18199.33
10/25/16,18206.52,18241.69,18151.7,18169.27
10/24/16,18197.14,18275.04,18191.18,18223.03
10/21/16,18152.63,18168.76,18049.77,18145.71
10/20/16,18161.87,18249.05,18129.07,18162.35
10/19/16,18178.21,18252.2,18169.25,18202.62
10/18/16,18145.06,18225.8,18129.45,18161.94
10/17/16,18135.85,18162.28,18063.02,18086.4
10/14/16,18177.35,18261.11,18138.38,18138.38
10/13/16,18088.32,18137.7,17959.95,18098.94
10/12/16,18132.63,18193.96,18082.09,18144.2
10/11/16,18308.43,18312.33,18061.96,18128.66
10/10/16,18282.95,18399.96,18282.95,18329.04
10/07/16,18295.35,18319.73,18149.35,18240.49
10/06/16,18280.42,18288.12,18162.97,18268.5
10/05/16,18205.5,18315.82,18205.5,18281.03
10/04/16,18267.68,18313.77,18116.26,18168.45
10/03/16,18279.6,18279.8,18203.75,18253.85
09/30/16,18181.8,18369.62,18181.8,18308.15
09/29/16,18322.88,18366.23,18091.64,18143.45
09/28/16,18240.22,18349.86,18179.34,18339.24
09/27/16,18099.21,18238.1,18052.16,18228.3
09/26/16,18217.76,18217.76,18083.32,18094.83
09/23/16,18377.36,18383.76,18254.84,18261.45
09/22/16,18343.76,18449.88,18343.76,18392.46
09/21/16,18164.96,18307.43,18121.57,18293.7
09/20/16,18175.36,18227.21,18128.8,18129.96
09/19/16,18154.82,18254.88,18093.05,18120.17
09/16/16,18217.21,18217.21,18070.21,18123.8
09/15/16,18024.91,18250.11,18015.49,18212.48
09/14/16,18073.39,18163.48,17992.21,18034.77
09/13/16,18262.99,18262.99,18028.06,18066.75
09/12/16,18028.95,18358.69,17994.84,18325.07
09/09/16,18404.17,18404.17,18085.45,18085.45
09/08/16,18486.69,18506.24,18446.69,18479.91
09/07/16,18527.71,18536.89,18474.77,18526.14
09/06/16,18493.4,18551.54,18450.32,18538.12
09/02/16,18466.01,18544.76,18439.1,18491.96
09/01/16,18396.57,18430.05,18295.48,18419.3
08/31/16,18436.7,18439.68,18333.56,18400.88
08/30/16,18491.28,18514.29,18408.52,18454.3
08/29/16,18421.29,18523.09,18419.92,18502.99
08/26/16,18467.92,18572.09,18335.34,18395.4
08/25/16,18471.21,18497.68,18431.46,18448.41
08/24/16,18537.5,18539.15,18448.27,18481.48
08/23/16,18568.94,18631.6,18545.52,18547.3
08/22/16,18535.86,18570.92,18466.86,18529.42
08/19/16,18585.17,18585.17,18491.24,18552.57
08/18/16,18566.54,18600.82,18533.29,18597.7
08/17/16,18537.09,18582.35,18468.68,18573.94
08/16/16,18614.48,18614.86,18550.65,18552.02
08/15/16,18588.59,18668.44,18588.59,18636.05
08/12/16,18595.65,18606.06,18535.86,18576.47
08/11/16,18519.08,18638.34,18519.08,18613.52
08/10/16,18541.48,18561.75,18468.78,18495.66
08/09/16,18538.05,18585.32,18507.75,18533.05
08/08/16,18540.65,18569.31,18502.03,18529.29
08/05/16,18402.8,18543.53,18402.8,18543.53
08/04/16,18351.43,18397.87,18325.17,18352.05
08/03/16,18313.08,18355,18283.23,18355
08/02/16,18401.15,18403.65,18247.79,18313.77
08/01/16,18434.5,18467.03,18355.75,18404.51
07/29/16,18442.52,18466.55,18371.12,18432.24
07/28/16,18461.01,18483.26,18368.82,18456.35
07/27/16,18473.27,18542.39,18430.94,18472.17
07/26/16,18497.37,18522.47,18387.22,18473.75
07/25/16,18554.49,18555.69,18452.62,18493.06
07/22/16,18524.15,18571.3,18491.59,18570.85
07/21/16,18589.96,18590.44,18469.67,18517.23
07/20/16,18582.7,18622.01,18555.65,18595.03
07/19/16,18503.12,18562.53,18495.11,18559.01
07/18/16,18521.55,18556.13,18489.84,18533.05
07/15/16,18508.88,18557.43,18471.62,18516.55
07/14/16,18414.3,18537.57,18414.3,18506.41
07/13/16,18356.78,18390.16,18315.76,18372.12
07/12/16,18259.12,18371.95,18259.12,18347.67
07/11/16,18161.53,18283.9,18161.53,18226.93
07/08/16,17971.22,18166.77,17971.22,18146.74
07/07/16,17924.24,17984.95,17816.65,17895.88
07/06/16,17807.47,17926.91,17713.45,17918.62
07/05/16,17904.45,17904.45,17785.28,17840.62
07/01/16,17924.24,18002.38,17916.91,17949.37
06/30/16,17712.76,17930.61,17711.8,17929.99
06/29/16,17456.02,17704.51,17456.02,17694.68
06/28/16,17190.51,17409.72,17190.51,17409.72
06/27/16,17355.21,17355.21,17063.08,17140.24
06/24/16,17946.63,17946.63,17356.34,17400.75
06/23/16,17844.11,18011.07,17844.11,18011.07
06/22/16,17832.67,17920.16,17770.36,17780.83
06/21/16,17827.33,17877.84,17799.8,17829.73
06/20/16,17736.87,17946.36,17736.87,17804.87
06/17/16,17733.44,17733.44,17602.78,17675.16
06/16/16,17602.23,17754.91,17471.29,17733.1
06/15/16,17703.65,17762.96,17629.01,17640.17
06/14/16,17710.77,17733.92,17595.79,17674.82
06/13/16,17830.5,17893.28,17731.35,17732.48
06/10/16,17938.82,17938.82,17812.34,17865.34
06/09/16,17969.98,18005.22,17915.88,17985.19
06/08/16,17931.91,18016,17931.91,18005.05
06/07/16,17936.22,18003.23,17936.22,17938.28
06/06/16,17825.69,17949.68,17822.81,17920.33
06/03/16,17799.8,17833.17,17689.68,17807.06
06/02/16,17789.05,17838.56,17703.55,17838.56
06/01/16,17754.55,17809.18,17664.79,17789.67
05/31/16,17891.5,17899.24,17724.03,17787.2
05/27/16,17826.85,17873.22,17824.73,17873.22
05/26/16,17859.52,17888.66,17803.82,17828.29
05/25/16,17735.09,17891.71,17735.09,17851.51
05/24/16,17525.19,17742.59,17525.19,17706.05
05/23/16,17507.04,17550.7,17480.05,17492.93
05/20/16,17437.32,17571.75,17437.32,17500.94
05/19/16,17514.16,17514.16,17331.07,17435.4
05/18/16,17501.28,17636.22,17418.21,17526.62
05/17/16,17701.46,17701.46,17469.92,17529.98
05/16/16,17531.76,17755.8,17531.76,17710.71
05/13/16,17711.12,17734.74,17512.48,17535.32
05/12/16,17722.01,17798.19,17625.38,17720.5
05/11/16,17919.03,17919.03,17711.05,17711.12
05/10/16,17726.66,17934.61,17726.66,17928.35
05/09/16,17743.85,17783.16,17668.38,17705.91
05/06/16,17650.3,17744.54,17580.38,17740.63
05/05/16,17664.48,17736.11,17615.82,17660.71
05/04/16,17735.02,17738.06,17609.01,17651.26
05/03/16,17870.75,17870.75,17670.88,17750.91
05/02/16,17783.78,17912.35,17773.71,17891.16
04/29/16,17813.09,17814.83,17651.98,17773.64
04/28/16,18023.88,18035.73,17796.55,17830.76
04/27/16,17996.14,18084.66,17920.26,18041.55
04/26/16,17987.38,18043.77,17934.17,17990.32
04/25/16,17990.94,17990.94,17855.55,17977.24
04/22/16,17985.05,18026.85,17909.89,18003.75
04/21/16,18092.84,18107.29,17963.89,17982.52
04/20/16,18059.49,18167.63,18031.21,18096.27
04/19/16,18012.1,18103.46,17984.43,18053.6
04/18/16,17890.2,18009.53,17848.22,18004.16
04/15/16,17925.95,17937.65,17867.41,17897.46
04/14/16,17912.25,17962.14,17885.44,17926.43
04/13/16,17741.66,17918.35,17741.66,17908.28
04/12/16,17571.34,17744.43,17553.57,17721.25
04/11/16,17586.48,17731.63,17555.9,17556.41
04/08/16,17555.39,17694.51,17528.16,17576.96
04/07/16,17687.28,17687.28,17484.23,17541.96
04/06/16,17605.45,17723.55,17542.54,17716.05
04/05/16,17718.03,17718.03,17579.56,17603.32
04/04/16,17799.39,17806.38,17710.67,17737
04/01/16,17661.74,17811.48,17568.02,17792.75
03/31/16,17716.05,17755.7,17669.72,17685.09
03/30/16,17652.36,17790.11,17652.36,17716.66
03/29/16,17512.58,17642.81,17434.27,17633.11
03/28/16,17526.08,17583.81,17493.03,17535.39
03/24/16,17485.33,17517.14,17399.01,17515.73
03/23/16,17588.81,17588.81,17486.27,17502.59
03/22/16,17602.71,17648.94,17540.42,17582.57
03/21/16,17589.7,17644.97,17551.28,17623.87
03/18/16,17481.49,17620.58,17481.49,17602.3
03/17/16,17321.38,17529.01,17297.65,17481.49
03/16/16,17249.34,17379.18,17204.07,17325.76
03/15/16,17217.15,17251.7,17120.35,17251.53
03/14/16,17207.49,17275.07,17161.16,17229.13
03/11/16,17014.99,17220.09,17014.99,17213.31
03/10/16,17006.05,17130.11,16821.86,16995.13
03/09/16,16969.17,17048.5,16947.94,17000.36
03/08/16,17050.67,17072.79,16921.51,16964.1
03/07/16,16991.29,17099.25,16940.48,17073.95
03/04/16,16945,17062.38,16898.84,17006.77
03/03/16,16896.17,16944.31,16820.73,16943.9
03/02/16,16851.17,16900.17,16766.32,16899.32
03/01/16,16545.67,16865.56,16545.67,16865.08
02/29/16,16634.15,16726.12,16510.4,16516.5
02/26/16,16712.7,16795.98,16623.91,16639.97
02/25/16,16504.38,16697.98,16458.42,16697.29
02/24/16,16418.84,16507.39,16165.86,16484.99
02/23/16,16610.39,16610.39,16403.53,16431.78
02/22/16,16417.13,16664.24,16417.13,16620.66
02/19/16,16410.96,16410.96,16278,16391.99
02/18/16,16483.76,16511.84,16390.43,16413.43
02/17/16,16217.98,16486.12,16217.98,16453.83
02/16/16,16012.39,16196.41,16012.39,16196.41
02/12/16,15691.62,15974.04,15691.62,15973.84
02/11/16,15897.82,15897.82,15503.01,15660.18
02/10/16,16035.61,16201.89,15899.91,15914.74
02/09/16,16005.41,16136.62,15881.11,16014.38
02/08/16,16147.51,16147.51,15803.55,16027.05
02/05/16,16417.95,16423.63,16129.81,16204.97
02/04/16,16329.67,16485.84,16266.16,16416.58
02/03/16,16186.2,16381.69,15960.45,16336.66
02/02/16,16420.21,16420.21,16108.44,16153.54
02/01/16,16453.63,16510.98,16299.47,16449.18
01/29/16,16090.26,16466.3,16090.26,16466.3
01/28/16,15960.28,16102.14,15863.72,16069.64
01/27/16,16168.74,16235.03,15878.3,15944.46
01/26/16,15893.16,16185.79,15893.16,16167.23
01/25/16,16086.46,16086.46,15880.15,15885.22
01/22/16,15921.1,16136.79,15921.1,16093.51
01/21/16,15768.87,16038.59,15704.66,15882.68
01/20/16,15989.45,15989.45,15450.56,15766.74
01/19/16,16009.45,16171.96,15900.25,16016.02
01/15/16,16354.33,16354.33,15842.11,15988.08
01/14/16,16159.01,16482.05,16075.12,16379.05
01/13/16,16526.63,16593.51,16123.2,16151.41
01/12/16,16419.11,16591.35,16322.07,16516.22
01/11/16,16358.71,16461.85,16232.03,16398.57
01/08/16,16519.17,16651.89,16314.57,16346.45
01/07/16,16888.36,16888.36,16463.63,16514.1
01/06/16,17154.83,17154.83,16817.62,16906.51
01/05/16,17147.5,17195.84,17038.61,17158.66
01/04/16,17405.48,17405.48,16957.63,17148.94
12/31/15,17590.66,17590.66,17421.16,17425.03
12/30/15,17711.94,17714.13,17588.87,17603.87
12/29/15,17547.37,17750.02,17547.37,17720.98
12/28/15,17535.66,17536.9,17437.34,17528.27
12/24/15,17593.26,17606.34,17543.95,17552.17
12/23/15,17427.63,17607.92,17427.63,17602.61
12/22/15,17253.55,17451.11,17242.86,17417.27
12/21/15,17154.94,17272.36,17116.73,17251.62
12/18/15,17495.04,17496.58,17124.31,17128.55
12/17/15,17756.54,17796.76,17493.5,17495.84
12/16/15,17530.85,17784.36,17483.68,17749.09
12/15/15,17374.78,17627.63,17341.18,17524.91
12/14/15,17277.11,17378.02,17138.47,17368.5
12/11/15,17574.75,17574.75,17230.5,17265.21
12/10/15,17493.17,17697.74,17474.66,17574.75
12/09/15,17558.18,17767.69,17403.51,17492.3
12/08/15,17703.99,17703.99,17485.39,17568
12/07/15,17845.49,17845.49,17639.25,17730.51
12/04/15,17482.68,17866.47,17482.68,17847.63
12/03/15,17741.57,17780.59,17425.56,17477.67
12/02/15,17883.14,17901.58,17708.2,17729.68
12/01/15,17719.72,17895.5,17719.72,17888.35
11/30/15,17802.84,17837.24,17719.79,17719.92
11/27/15,17806.04,17830.36,17749.32,17798.49
11/25/15,17820.81,17854.92,17801.83,17813.39
11/24/15,17770.9,17862.6,17683.51,17812.19
11/23/15,17823.61,17868.18,17751.53,17792.68
11/20/15,17732.75,17914.34,17732.75,17823.81
11/19/15,17739.83,17772.97,17681.98,17732.75
11/18/15,17485.49,17752.16,17485.49,17737.16
11/17/15,17486.99,17599.33,17451.41,17489.5
11/16/15,17229.94,17483.01,17210.43,17483.01
11/13/15,17439.25,17439.25,17238.89,17245.24
11/12/15,17691.93,17691.93,17443.5,17448.07
11/11/15,17769.5,17807.18,17696.91,17702.22
11/10/15,17724.13,17768.66,17657.72,17758.21
11/09/15,17900.78,17900.78,17667.78,17730.48
11/06/15,17855.22,17912.04,17768.6,17910.33
11/05/15,17871.25,17929.51,17779.19,17863.43
11/04/15,17929.58,17964.12,17828.83,17867.58
11/03/15,17819.74,17977.85,17796.02,17918.15
11/02/15,17672.62,17845.9,17655.02,17828.76
10/30/15,17756.6,17799.96,17662.87,17663.54
10/29/15,17771.5,17786,17684.72,17755.8
10/28/15,17586.69,17779.95,17556.71,17779.52
10/27/15,17608.89,17635.18,17540.57,17581.43
10/26/15,17649.57,17660.7,17602.51,17623.05
10/23/15,17525.11,17679.37,17525.11,17646.7
10/22/15,17180.88,17505.18,17180.88,17489.16
10/21/15,17225.93,17314.99,17153.13,17168.61
10/20/15,17228.47,17264.88,17147.99,17217.11
10/19/15,17209.43,17235.95,17129.19,17230.54
10/16/15,17141.75,17220.02,17107.35,17215.97
10/15/15,16944.86,17144.42,16933.57,17141.75
10/14/15,17079.08,17111.38,16887.67,16924.75
10/13/15,17113.55,17172.81,17034.45,17081.89
10/12/15,17082.29,17139.21,17064.58,17131.86
10/09/15,17054.69,17110.88,17027.23,17084.49
10/08/15,16904.17,17081.28,16859.34,17050.75
10/07/15,16805.42,16963.3,16765,16912.29
10/06/15,16774.02,16865.09,16746.03,16790.19
10/05/15,16502.1,16798.37,16502.1,16776.43
10/02/15,16258.25,16472.77,16013.66,16472.37
10/01/15,16278.62,16348.87,16073.82,16272.01
09/30/15,16057.08,16297.6,16057.08,16284.7
09/29/15,16001.76,16118.89,15942.37,16049.13
09/28/15,16313.26,16313.26,15981.85,16001.89
09/25/15,16205.07,16465.23,16205.07,16314.67
09/24/15,16257.11,16257.11,16016.36,16201.32
09/23/15,16332.81,16355.29,16211.98,16279.89
09/22/15,16477.45,16477.45,16221.73,16330.47
09/21/15,16406.1,16578.6,16391.88,16510.19
09/18/15,16674.74,16674.74,16343.76,16384.58
09/17/15,16738.08,16933.43,16639.93,16674.74
09/16/15,16599.51,16755.98,16593.9,16739.95
09/15/15,16382.58,16644.11,16382.58,16599.85
09/14/15,16450.86,16450.86,16330.87,16370.96
09/11/15,16330.4,16434.76,16244.65,16433.09
09/10/15,16252.57,16441.94,16212.08,16330.4
09/09/15,16505.04,16664.65,16220.1,16253.57
09/08/15,16109.93,16503.41,16109.93,16492.68
09/04/15,16371.76,16371.76,16026.61,16102.38
09/03/15,16364.34,16550.07,16317.31,16374.76
09/02/15,16058.35,16352.58,16058.35,16351.38
09/01/15,16528.03,16528.03,15979.95,16058.35
08/31/15,16632.02,16632.02,16444.05,16528.03
08/28/15,16649.42,16669.97,16535.18,16643.01
08/27/15,16285.51,16666.69,16285.51,16654.77
08/26/15,15676.26,16303.75,15676.26,16285.51
08/25/15,15882.27,16312.94,15651.24,15666.44
08/24/15,16459.75,16459.75,15370.33,15871.35
08/21/15,16990.69,16990.69,16459.55,16459.75
08/20/15,17345.32,17345.32,16990.69,16990.69
08/19/15,17508.74,17517.19,17282.42,17348.73
08/18/15,17537.3,17568.4,17486.42,17511.34
08/17/15,17472.66,17551.4,17341.72,17545.18
08/14/15,17410.12,17492.9,17394.06,17477.4
08/13/15,17401.64,17481.78,17341.34,17408.25
08/12/15,17382.93,17423.9,17125.81,17402.51
08/11/15,17593.59,17593.59,17352.63,17402.84
08/10/15,17375.18,17629.13,17375.18,17615.17
08/07/15,17414.94,17414.94,17279.08,17373.38
08/06/15,17542.61,17572.04,17362.86,17419.75
08/05/15,17555.24,17661.37,17492.9,17540.47
08/04/15,17596.93,17635.78,17505.5,17550.69
08/03/15,17696.74,17704.76,17496.61,17598.2
07/31/15,17755.87,17783.59,17671.59,17689.86
07/30/15,17743.24,17761.25,17640.85,17745.98
07/29/15,17631.4,17776.78,17629.2,17751.39
07/28/15,17449.81,17650.07,17449.81,17630.27
07/27/15,17561.78,17561.78,17399.17,17440.59
07/24/15,17731.05,17756.54,17553.73,17568.53
07/23/15,17853.78,17860.95,17705.03,17731.92
07/22/15,17918.35,17919.35,17807.41,17851.04
07/21/15,18096.67,18096.67,17868.34,17919.29
07/20/15,18085.91,18137.12,18064.5,18100.41
07/17/15,18117.58,18121.12,18032.06,18086.45
07/16/15,18078.16,18131.61,18065.33,18120.25
07/15/15,18053.38,18090.39,18010.15,18050.17
07/14/15,17974.61,18072.82,17956.17,18053.58
07/13/15,17787.27,17987.57,17787.27,17977.68
07/10/15,17561.12,17797.49,17561.12,17760.41
07/09/15,17530.38,17764.85,17530.38,17548.62
07/08/15,17759.01,17759.01,17496.22,17515.42
07/07/15,17684.92,17793.45,17465.68,17776.91
07/06/15,17728.08,17734.36,17564.36,17683.58
07/02/15,17763.32,17825.49,17687.52,17730.11
07/01/15,17638.12,17801.83,17638.12,17757.91
06/30/15,17599.96,17714.66,17576.5,17619.51
06/29/15,17936.74,17936.74,17590.55,17596.35
06/26/15,17892.03,18013.15,17892.03,17946.68
06/25/15,17977.11,18036.1,17890.36,17890.36
06/24/15,18139.1,18139.1,17966.07,17966.07
06/23/15,18121.78,18188.81,18108.1,18144.07
06/22/15,18027.63,18181.67,18027.63,18119.78
06/19/15,18116.24,18117.71,18010.58,18015.95
06/18/15,17944.61,18174.73,17944.61,18115.84
06/17/15,17909.58,17998,17839.65,17935.74
06/16/15,17787.43,17919.62,17774.12,17904.48
06/15/15,17890.76,17890.76,17698.42,17791.17
06/12/15,18035.83,18035.83,17857.07,17898.84
06/11/15,18001.27,18109.77,18001.27,18039.37
06/10/15,17765.38,18045.14,17765.38,18000.4
06/09/15,17766.95,17817.83,17714.97,17764.04
06/08/15,17849.46,17852.35,17760.61,17766.55
06/05/15,17905.38,17940.78,17822.9,17849.46
06/04/15,18072.47,18087.15,17876.95,17905.58
06/03/15,18018.42,18168.09,18010.42,18076.27
06/02/15,18033.33,18091.87,17925.33,18011.94
06/01/15,18017.82,18105.83,17982.06,18040.37
05/29/15,18128.12,18128.12,17967.74,18010.68
05/28/15,18154.14,18154.14,18066.4,18126.12
05/27/15,18045.08,18190.35,18045.08,18162.99
05/26/15,18229.75,18229.75,17990.02,18041.54
05/22/15,18286.87,18286.87,18217.14,18232.02
05/21/15,18285.87,18314.89,18249.9,18285.74
05/20/15,18315.06,18350.13,18272.56,18285.4
05/19/15,18300.48,18351.36,18261.35,18312.39
05/18/15,18267.25,18325.54,18244.26,18298.88
05/15/15,18251.97,18272.72,18215.07,18272.56
05/14/15,18062.49,18255.21,18062.49,18252.24
05/13/15,18070.37,18132.79,18039.2,18060.49
05/12/15,18096.16,18119.18,17924.8,18068.23
05/11/15,18187.78,18199.95,18089.11,18105.17
05/08/15,17933.64,18205.23,17933.64,18191.11
05/07/15,17840.25,17973.07,17796.94,17924.06
05/06/15,17934.81,18019.75,17733.12,17841.98
05/05/15,18062.53,18086.01,17905.71,17928.2
05/04/15,18026.02,18133.76,18026.02,18070.4
05/01/15,17859.27,18028.89,17859.27,18024.06
04/30/15,18033.33,18033.33,17774.89,17840.52
04/29/15,18093.69,18096.46,17953.69,18035.53
04/28/15,18035.9,18119.65,17917.36,18110.14
04/27/15,18097.89,18175.56,18024.66,18037.97
04/24/15,18056.42,18108.87,18009.08,18080.14
04/23/15,18031.9,18133.03,17966.77,18058.69
04/22/15,17950.82,18056.02,17887.76,18038.27
04/21/15,18034.23,18109.7,17929.63,17949.59
04/20/15,17841.18,18092.22,17841.18,18034.93
04/17/15,18102.56,18102.56,17748.53,17826.3
04/16/15,18106.27,18169.26,18063.86,18105.77
04/15/15,18045.71,18160.52,18045.71,18112.61
04/14/15,17979.11,18075.6,17905.48,18036.7
04/13/15,18052.32,18107.57,17974.81,17977.04
04/10/15,17956.73,18066.76,17945.55,18057.65
04/09/15,17897.7,17984.22,17823.1,17958.73
04/08/15,17877.62,17976.2,17822.23,17902.51
04/07/15,17884.32,17983.12,17871.21,17875.42
04/06/15,17755.5,17941.79,17646.8,17880.85
04/02/15,17699.52,17815.03,17673.49,17763.24
04/01/15,17778.52,17778.52,17585.01,17698.18
03/31/15,17965.37,17965.37,17773.02,17776.12
03/30/15,17727.48,18008.64,17727.48,17976.31
03/27/15,17673.63,17729.14,17630.49,17712.66
03/26/15,17716.27,17759.51,17579.27,17678.23
03/25/15,18012.61,18041.97,17718.54,17718.54
03/24/15,18110.87,18149.24,18010.44,18011.14
03/23/15,18136.73,18205.93,18116.04,18116.04
03/20/15,17961.13,18197.29,17961.13,18127.65
03/19/15,18072.58,18072.99,17934.24,17959.03
03/18/15,17846.8,18097.12,17697.52,18076.19
03/17/15,17972.22,17972.22,17785.79,17849.08
03/16/15,17751.24,17988.5,17751.24,17977.42
03/13/15,17889.05,17889.05,17629.89,17749.31
03/12/15,17626.84,17900.1,17620.49,17895.22
03/11/15,17662.94,17731.78,17627,17635.39
03/10/15,17989.56,17989.56,17662.94,17662.94
03/09/15,17856.56,18031.04,17856.56,17995.72
03/06/15,18135.72,18135.72,17825.15,17856.78
